0.2,0.1,0.010439267,5.29,0.954971442
0.2,0.1,0.010452014,5.29,
0.2,0.15,0.00267799,5.29,
0.2,0.1,0.010452014,5.29,
0.2,0.1,0.010452014,5.29,
0.2,0.1,0.010452014,5.29,
0.1,0.1,5.00E-06,5.76,
0.1,0.1,5.00E-06,5.76,
0.1,0.1,5.00E-06,5.76,
0.1,0.1,4.98E-06,5.76,
0.2,0.1,0.010452024,5.29,
0.2,0.1,0.010452008,5.29,
0.2,0.1,0.010452024,5.29,
0.2,0.1,0.010452002,5.29,
0.2,0.1,0.010452008,5.29,
0.2,0.1,0.010452008,5.29,
0.4,0.11,0.085339917,4.41,
0.4,0.1,0.09134605,4.41,
0.7,0.1,0.362687033,3.24,
0.7,0.1,0.362687167,3.24,
0.5,0.1,0.161793152,4,
0.5,0.1,0.161793068,4,
0.2,0.1,0.010436901,5.29,
0.2,0.1,0.010245145,5.29,
0.2,0.1,0.010452002,5.29,
0.2,0.1,0.010452014,5.29,
0.1,0.1,5.27E-06,5.76,
0.1,0.1,4.98E-06,5.76,
0.6,0.35,0.061678655,3.61,
0.6,0.35,0.06065401,3.61,
3.7,3.55,0.02229556,1.44,
3.3,3.33,0.000823817,0.64,
3.3,3.33,0.000699634,0.64,
2.2,2.75,0.305018725,0.09,
2.2,2.75,0.304476465,0.09,
3,2.91,0.007777658,0.25,
3,2.75,0.061595162,0.25,
2.6,2.75,0.021783813,0.01,
2.6,2.75,0.022308649,0.01,
2.7,2.75,0.002902055,0.04,
2.7,2.75,0.002766705,0.04,
3.1,3.37,0.07217421,0.36,
3.1,3.33,0.052356624,0.36,
5.4,5.67,0.072589066,8.41,
5.4,4.69,0.499334234,8.41,
7.5,5.8,2.882012134,25,
7.5,5.85,2.721323417,25,
5.7,5.76,0.003665901,10.24,
5.7,5.65,0.002934166,10.24,
6.5,4.83,2.783231761,16,
6.5,5.86,0.410222624,16,
5,4.7,0.089746235,6.25,
5,4.84,0.025732875,6.25,
4.5,5.45,0.893738334,4,
4.5,4.28,0.050510652,4,
3.8,4.31,0.263518148,1.69,
4,4.68,0.459611548,2.25,
4,5.32,1.750455052,2.25,
6.3,5.86,0.195511737,14.44,
6.3,5.86,0.195990218,14.44,
5.6,5.87,0.073145792,9.61,
5.6,5.87,0.07314605,9.61,
3.9,4.28,0.140810384,1.96,
3.9,4.05,0.023348769,1.96,
4.4,4.28,0.015563287,3.61,
2.5,,16.01035418,355.56,
,,,,
