0.50 ,0.47 ,0.000654188,6.5536,0.966197302
0.50 ,0.48 ,0.000314538,6.5536,
0.30 ,0.25 ,0.002778955,7.6176,
0.30 ,0.25 ,0.002779826,7.6176,
0.90 ,0.87 ,0.001107692,4.6656,
0.90 ,0.59 ,0.096773957,4.6656,
0.70 ,0.74 ,0.00150273,5.5696,
0.70 ,0.66 ,0.001710021,5.5696,
0.80 ,0.31 ,0.239719649,5.1076,
0.30 ,0.27 ,0.000994914,7.6176,
0.30 ,0.27 ,0.00113504,7.6176,
0.10 ,0.07 ,0.0007037,8.7616,
0.10 ,0.07 ,0.000652311,8.7616,
0.20 ,0.17 ,0.001001765,8.1796,
0.20 ,0.17 ,0.000839805,8.1796,
1.30 ,1.22 ,0.005814354,3.0976,
1.30 ,1.23 ,0.004369784,3.0976,
2.50 ,2.50 ,6.74228E-07,0.3136,
2.50 ,2.44 ,0.003172447,0.3136,
3.60 ,3.56 ,0.00186277,0.2916,
3.60 ,3.56 ,0.001565894,0.2916,
2.40 ,2.36 ,0.001540809,0.4356,
2.80 ,2.79 ,9.70098E-05,0.0676,
2.80 ,2.76 ,0.001835801,0.0676,
2.10 ,2.04 ,0.00367492,0.9216,
2.10 ,2.09 ,3.02729E-05,0.9216,
1.40 ,2.22 ,0.677637572,2.7556,
1.40 ,1.35 ,0.002879491,2.7556,
1.90 ,1.81 ,0.007463569,1.3456,
1.90 ,1.84 ,0.003874281,1.3456,
2.00 ,1.96 ,0.0018432,1.1236,
2.00 ,1.98 ,0.000586429,1.1236,
4.60 ,3.33 ,1.60798842,2.3716,
4.60 ,4.61 ,4.21652E-05,2.3716,
6.60 ,6.57 ,0.00087217,12.5316,
8.30 ,7.23 ,1.1515393,27.4576,
8.30 ,8.31 ,7.38689E-05,27.4576,
8.10 ,8.09 ,0.000107554,25.4016,
8.10 ,7.98 ,0.014958982,25.4016,
4.90 ,6.13 ,1.511711074,3.3856,
4.90 ,4.89 ,8.77208E-05,3.3856,
3.80 ,3.76 ,0.001955515,0.5476,
3.80 ,4.36 ,0.317083279,0.5476,
5.80 ,4.49 ,1.713077344,7.5076,
5.80 ,5.75 ,0.002490139,7.5076,
3.50 ,4.07 ,0.328256273,0.1936,
3.50 ,3.49 ,0.000164408,0.1936,
4.20 ,4.18 ,0.000307758,1.2996,
4.30 ,3.91 ,0.148882063,1.5376,
4.30 ,4.29 ,7.13515E-05,1.5376,
4.10 ,4.11 ,3.7275E-05,1.0816,
4.10 ,4.05 ,0.002858862,1.0816,
3.40 ,3.08 ,0.102081541,0.1156,
3.40 ,3.38 ,0.000382426,0.1156,
4.70 ,4.21 ,0.237611992,2.6896,
4.70 ,4.70 ,1.92349E-05,2.6896,
4.50 ,4.49 ,9.71076E-05,2.0736,
4.50 ,4.49 ,6.68133E-05,2.0736,
3.70 ,3.72 ,0.000547476,0.4096,
3.70 ,3.69 ,7.23766E-05,0.4096,
4.40 ,4.39 ,6.7476E-05,1.7956,
3.90 ,3.86 ,0.001744464,0.7056,
3.90 ,3.85 ,0.002447148,0.7056,
2.70 ,3.54 ,0.698519362,0.1296,
2.70 ,2.64 ,0.003253254,0.1296,
3.10 ,3.06 ,0.001735172,0.0016,
3.10 ,3.06 ,0.001269707,0.0016,
2.70 ,2.66 ,0.001331758,0.1296,
2.70 ,2.68 ,0.000382838,0.1296,
2.90 ,3.29 ,0.149045526,0.0256,
2.90 ,3.76 ,0.746335228,0.0256,
2.70 ,2.65 ,0.002339249,0.1296,
3.06 ,,9.822834044,290.5932,
