1.50 ,1.58 ,0.005885483,1.69,
1.50 ,1.57 ,0.004923116,1.69,
2.50 ,2.51 ,0.000134284,0.09,
2.50 ,2.51 ,5.69449E-05,0.09,
3.90 ,3.96 ,0.003996211,1.21,
3.90 ,3.25 ,0.428561468,1.21,
4.30 ,4.37 ,0.004918493,2.25,
4.30 ,4.35 ,0.002710873,2.25,
5.30 ,5.27 ,0.000690048,6.25,
5.30 ,5.37 ,0.004562344,6.25,
4.90 ,4.96 ,0.004084623,4.41,
4.90 ,4.90 ,1.79125E-05,4.41,
3.30 ,4.21 ,0.822665898,0.25,
2.90 ,2.85 ,0.002942871,0.01,
2.90 ,2.86 ,0.001770211,0.01,
3.80 ,3.76 ,0.00185968,1,
3.80 ,3.82 ,0.000415392,1,
5.10 ,4.27 ,0.687145493,5.29,
5.10 ,4.44 ,0.438474199,5.29,
4.40 ,4.31 ,0.008422535,2.56,
4.40 ,4.44 ,0.001885166,2.56,
3.40 ,3.41 ,0.000197714,0.36,
3.40 ,3.43 ,0.000771128,0.36,
3.10 ,3.08 ,0.000567734,0.09,
3.10 ,3.14 ,0.001265398,0.09,
3.10 ,3.11 ,0.000175159,0.09,
2.50 ,3.08 ,0.337642837,0.09,
2.50 ,2.55 ,0.002107411,0.09,
3.50 ,3.46 ,0.001316544,0.49,
3.50 ,3.52 ,0.000549551,0.49,
3.80 ,3.46 ,0.113152181,1,
3.80 ,3.70 ,0.009422821,1,
4.30 ,4.30 ,1.93119E-07,2.25,
4.30 ,4.30 ,1.38959E-05,2.25,
3.00 ,2.96 ,0.001341506,0.04,
3.00 ,3.04 ,0.001429783,0.04,
1.90 ,1.93 ,0.000797245,0.81,
1.90 ,1.90 ,1.51781E-05,0.81,
1.10 ,1.08 ,0.000514383,2.89,
0.90 ,0.96 ,0.003494044,3.61,
0.90 ,0.92 ,0.000239864,3.61,
0.90 ,0.94 ,0.001705722,3.61,
0.90 ,0.97 ,0.004915972,3.61,
0.90 ,0.81 ,0.008365457,3.61,
0.90 ,0.77 ,0.017924871,3.61,
0.80 ,0.67 ,0.016452647,4,
0.80 ,0.67 ,0.016451776,4,
0.60 ,0.67 ,0.005145592,4.84,
0.60 ,0.67 ,0.005144746,4.84,
0.70 ,0.67 ,0.0007382,4.41,
0.70 ,0.67 ,0.000799416,4.41,
0.50 ,0.67 ,0.02892216,5.29,
2.80 ,,3.007704374,116.46,0.974173928
