1.50 ,1.50 ,1.79638E-05,0.2916,0.963475299
1.50 ,1.54 ,0.00128391,0.2916,
1.50 ,1.44 ,0.003046617,0.2916,
1.50 ,1.51 ,6.15952E-05,0.2916,
0.50 ,0.51 ,2.55489E-05,2.3716,
0.50 ,0.52 ,0.000229229,2.3716,
0.50 ,1.07 ,0.321662229,2.3716,
1.00 ,1.01 ,4.56863E-05,1.0816,
1.00 ,1.01 ,3.54987E-05,1.0816,
1.50 ,1.50 ,2.46756E-05,0.2916,
1.50 ,1.51 ,3.57235E-05,0.2916,
2.50 ,2.51 ,5.95983E-05,0.2116,
2.50 ,1.36 ,1.301352018,0.2116,
1.00 ,1.01 ,0.000105023,1.0816,
1.00 ,1.57 ,0.322110503,1.0816,
2.50 ,1.78 ,0.513088438,0.2116,
3.50 ,3.49 ,3.16783E-05,2.1316,
2.50 ,2.36 ,0.018504085,0.2116,
2.50 ,2.56 ,0.00315405,0.2116,
2.00 ,1.96 ,0.001951791,0.0016,
2.00 ,2.02 ,0.000462183,0.0016,
2.00 ,2.01 ,0.00011905,0.0016,
1.00 ,1.41 ,0.170678207,1.0816,
1.00 ,1.00 ,6.30046E-06,1.0816,
1.00 ,1.42 ,0.179552885,1.0816,
1.00 ,1.01 ,4.61419E-05,1.0816,
1.00 ,0.99 ,3.28572E-05,1.0816,
1.00 ,1.33 ,0.111865658,1.0816,
0.50 ,0.51 ,4.63243E-05,2.3716,
0.50 ,0.51 ,0.000202758,2.3716,
0.50 ,0.53 ,0.000743397,2.3716,
0.50 ,0.50 ,2.75873E-07,2.3716,
0.50 ,0.50 ,1.26376E-05,2.3716,
0.50 ,0.62 ,0.014616934,2.3716,
2.60 ,2.62 ,0.000409898,0.3136,
2.60 ,2.62 ,0.000425047,0.3136,
5.50 ,5.51 ,0.000127164,11.9716,
5.50 ,5.51 ,3.87757E-05,11.9716,
2.90 ,2.95 ,0.002063152,0.7396,
2.90 ,2.91 ,0.0001933,0.7396,
2.60 ,2.62 ,0.000537662,0.3136,
2.60 ,2.61 ,0.000135772,0.3136,
3.30 ,3.31 ,0.000214464,1.5876,
3.30 ,3.31 ,0.000145004,1.5876,
4.20 ,4.22 ,0.000242335,4.6656,
4.20 ,4.21 ,0.000123032,4.6656,
3.10 ,3.12 ,0.000269296,1.1236,
3.10 ,3.11 ,0.000198044,1.1236,
5.40 ,5.41 ,3.71436E-05,11.2896,
5.40 ,5.41 ,4.30078E-05,11.2896,
1.50 ,1.51 ,0.000162724,0.2916,
2.20 ,2.22 ,0.000260001,0.0256,
2.20 ,2.22 ,0.000344482,0.0256,
1.40 ,1.41 ,0.000141532,0.4096,
1.40 ,1.41 ,0.000146989,0.4096,
2.40 ,2.42 ,0.000594608,0.1296,
2.40 ,2.42 ,0.000320387,0.1296,
2.90 ,2.91 ,9.58495E-05,0.7396,
2.90 ,2.91 ,0.000179935,0.7396,
0.70 ,0.71 ,0.000131381,1.7956,
0.70 ,0.72 ,0.000557654,1.7956,
1.20 ,2.19 ,0.982684031,0.7056,
2.04 ,,3.956034141,108.3112,
