0.10 ,0.12 ,0.000513951,18.5761,0.987715267
0.10 ,0.10 ,1.44419E-05,18.5761,
0.90 ,0.93 ,0.000717034,12.3201,
0.90 ,0.88 ,0.000512881,12.3201,
1.70 ,2.03 ,0.105749541,7.3441,
1.70 ,1.80 ,0.010258585,7.3441,
2.30 ,2.15 ,0.02132469,4.4521,
2.30 ,2.42 ,0.013737314,4.4521,
0.90 ,0.96 ,0.003340671,12.3201,
0.90 ,0.90 ,1.43435E-09,12.3201,
2.70 ,2.78 ,0.005812773,2.9241,
2.70 ,2.73 ,0.001006716,2.9241,
4.10 ,4.38 ,0.078231393,0.0961,
4.10 ,4.19 ,0.007464537,0.0961,
3.00 ,3.10 ,0.009041593,1.9881,
4.10 ,3.51 ,0.346927275,0.0961,
4.10 ,4.19 ,0.007363862,0.0961,
6.90 ,6.99 ,0.008385501,6.2001,
6.90 ,6.96 ,0.003541933,6.2001,
4.00 ,4.12 ,0.014220292,0.1681,
4.00 ,4.02 ,0.000380223,0.1681,
7.10 ,7.10 ,5.78589E-07,7.2361,
7.10 ,7.19 ,0.008607335,7.2361,
8.70 ,8.73 ,0.000743712,18.4041,
8.70 ,8.62 ,0.006660023,18.4041,
6.80 ,6.87 ,0.004515634,5.7121,
6.80 ,6.80 ,3.46084E-06,5.7121,
7.20 ,6.76 ,0.197849242,7.7841,
7.20 ,7.45 ,0.06316087,7.7841,
5.70 ,5.73 ,0.001052322,1.6641,
5.70 ,5.65 ,0.002453573,1.6641,
5.30 ,5.35 ,0.002618863,0.7921,
5.30 ,5.43 ,0.017985025,0.7921,
6.00 ,5.63 ,0.134871136,2.5281,
6.00 ,6.00 ,8.62783E-06,2.5281,
6.50 ,6.13 ,0.137615742,4.3681,
6.50 ,6.67 ,0.028856593,4.3681,
6.50 ,6.50 ,3.69275E-06,4.3681,
6.50 ,6.66 ,0.026370897,4.3681,
5.40 ,5.44 ,0.001965633,0.9801,
5.40 ,5.54 ,0.020015664,0.9801,
4.90 ,5.14 ,0.055409258,0.2401,
4.90 ,5.14 ,0.058413488,0.2401,
5.20 ,5.40 ,0.039439728,0.6241,
3.60 ,3.63 ,0.000756607,0.6561,
3.60 ,3.72 ,0.014434245,0.6561,
3.10 ,4.09 ,0.979462169,1.7161,
3.10 ,3.92 ,0.669687327,1.7161,
2.70 ,2.69 ,4.60895E-05,2.9241,
2.70 ,2.81 ,0.011318386,2.9241,
2.20 ,2.31 ,0.012648473,4.8841,
4.41 ,,3.135519601,255.2371,
