2.5,2.69,0.037049594,0.04,0.913154547
2.5,4.04,2.363661095,0.04,
4.5,4.66,0.02553499,4.84,
4.5,4.61,0.011643779,4.84,
4.5,4.56,0.003042999,4.84,
4.5,4.55,0.002412348,4.84,
5.5,5.49,0.000114883,10.24,
5.5,4.1,1.951772416,10.24,
4.5,4.6,0.009121341,4.84,
4.5,4.63,0.01815175,4.84,
2.5,2.71,0.042422974,0.04,
2.5,2.64,0.019282758,0.04,
0.5,0.44,0.004218037,3.24,
0.5,0.5,9.11E-06,3.24,
1,1.05,0.002114959,1.69,
1,1.13,0.018053078,1.69,
1.5,1.53,0.00072071,0.64,
1.5,1.59,0.008184446,0.64,
1.5,1.12,0.143989784,0.64,
1.5,1.55,0.002159299,0.64,
0.5,0.65,0.021278535,3.24,
0.5,1.56,1.130460901,3.24,
0.5,0.57,0.005539788,3.24,
1,1.01,4.82E-05,1.69,
1,1.08,0.005684908,1.69,
1.5,1.36,0.019456831,0.64,
1.5,1.56,0.004067167,0.64,
2.5,2.49,4.85E-05,0.04,
1,1.01,0.00017561,1.69,
2.5,2.74,0.059000359,0.04,
2.5,2.49,0.000206468,0.04,
3,3.05,0.002949456,0.49,
3,3.03,0.001003599,0.49,
3.5,3.51,2.79E-05,1.44,
3.5,3.52,0.000510628,1.44,
2.5,2.54,0.001675482,0.04,
2.5,2.32,0.033629145,0.04,
2,2.07,0.004354708,0.09,
2,2.32,0.105441779,0.09,
2,2.04,0.001600054,0.09,
2,2.08,0.006761827,0.09,
1,2.05,1.100156467,1.69,
1,1.11,0.01287086,1.69,
1,1.66,0.432262866,1.69,
2.3,,7.612872425,87.66,
